CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
53129,2,"OLD ASIA, INC.",,"LEVEL 2, POWER PLANT MALL","ROCKWELL, MAKATI CITY",,,,,,,,,PH,,8/8/2014,P,,
53134,2,FELTE & LYNCH,,805 Third Avenue,"New York, N. Y. 10022",U.S.A.,,212-318-3163,,,,,,USA,,8/8/2014,D,,
53136,2,"WOOD, PHILIPS, VANSANTEN, CLARK & MORTIMER",,SUITE 1130,500 WEST MADISON STREET,"CHICAGO, ILLINOIS 60661-2511, USA.",,,,,,,,USA,,8/8/2014,D,,
53139,2,SHALAKANY LAW OFFICE,,"12 Marashly St.,",Zamalek 11211,"Cairo, Egypt",,,,,,,,ISR,,8/8/2014,D,,
53142,2,BERESKIN & PARR,,"Box 401, Scotia Plaza","40 King Street West, Toronto","Ontario, Canada M5H 3Y2",,,,,,,,CA,,8/8/2014,D,,
53145,2,JOHN R.H. BAJAR,,28 SILICON RD. PILAR VILLAGE,LAS PINAS CITY,METRO MANILA,,,,,,,,PH,,8/8/2014,D,,
53151,2,ROPES & GRAY  LLP,,Prudential Tower,800 Boylston Street,"Boston, MA 02199-3600",UNITED STATES OF AMERICA,617 951-7000,,,,,,USA,,8/8/2014,D,,
53154,2,"ALTERATIONS PLUS, INC.",,3/F Builders Center,"170 Salcedo St.,","Legaspi Village, Makati City",,,,,,,,PH,,8/8/2014,P,,
53157,2,GARDNER CARTON & DOUGLAS,,Attn.: Meg Murray,321 North Clark Street,"Suite 3400 Chicago, Illinois 60610-4795 U.S.A.",,,,,,,,USA,,8/8/2014,D,,
53161,2,DAVIS AND COMPANY,,Attn.: Tammy Carroll,2800 Park Place,666 Burrard Street,"Vancouver, BC Canada V6C 2Z7",,,,,,,CA,,8/8/2014,D,,
53164,2,YOUSEN,,"KUDANMINAMI GREEN BLDG., 3F","7-7, KUDANMINAMI 3-CHOME","CHIYODA-KU, TOKYO 102-0074",,81-3-5276-1275,,,,81-3-5276-1274,,JPN,,8/8/2014,D,NOBURO WATANABE,NOBURO WATANABE
53168,2,"CLEAN FUELS TECHNOLOGY, INC.",,Attn.: Mr. Alex Paior,210 Gentry Way,"Reno, Nevada 89502-6503",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53171,,"BERKELEY LAW & TECHNOLOGY GROUP, LLP",,"17933 NW Evergreen Parkway, Suite 250","Beaverton, O 97006",,,503-439-6558,gmann@bltg-ip.com,,,503-439-6500,,,,2/24/2015,D,,Gary D. Mann
53174,2,SUGIYAMA  PATENT OFFICE,,"1-12-3, Ohyaba, Saitama-shi","Saitama, 336-0016",Japan,,81-48-811-4255,,,,,,JPN,,8/8/2014,D,,
53179,2,JIMMY HARRY & PARTNERS,,FAR EAST SQUARE,"NO.7 AMOY ST., #04-01 LOBBY D",SINGAPORE 049949,,(65) 4388 300,,,,(65) 4388 100,,SG,,8/8/2014,D,,
53182,2,TAKATA CORPORATION,,"4-30, RIPPONGI. 1-CHOME",MINATOKU-TOKYO,JAPAN,,81-749-42-4168,,,,81749-5815,,JPN,,8/8/2014,D,,
53185,2,KUBOTA & ASSOCIATES,,Shinazuyama-Minami Haitsu 804,"25-19, Higashi-Gotanda 1-chome",Shinagawa-ku Tokyo 141-0022 Japan,,(813) 5420-5696,,,,,,JPN,,8/8/2014,D,,
53191,2,"SPORTEUM PHILS., INC.",Attention: Mr. Willy Ortiz,No. 1 Guijo St. cor Octagon Ave.,"Octagon State Subdivision, Brgy. Dela Paz",Pasig City,Philippines,(632) 634-3838,,,,,,PH,,5/21/2015,P,,
53194,2,FELFE & LYNCH,,805 THIRD AVENUE,"NEW YORK, N.Y. 10022",U.S.A.,,212-838-3163-,,,,,,USA,,8/8/2014,D,,
53200,2,"WATTS, HOFFMAN, FISHER & HEINKE CO., L.P.A.",,"Suite 1750, 1100 Superior Avenue","Cleveland, Ohio 44114-2518",U.S.A.,,(216) 241-6700,,,,(216) 241-8151,,USA,,8/8/2014,D,,
53204,2,"NABISCO, INC.",,"7 CAMPUS DRIVE, PARSIPANNY",NEW JERSEY 07054,U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53207,2,"CENTOCOR ORTHO BIOTECH, INC.",,Attn.:  Guy Kevin Towsend,c/o Johnson & Johnson,"P.O. Box 1222, New Brunswick",NJ 08903 U.S.A,,,,,,,USA,,8/8/2014,D,,
53209,2,THE AMERICAN CHAMBER OF COMMERCE,,CORINTHIAN PLAZA,"2ND FLOOR,  PASEO DE ROXAS",MAKATI,,,,,,,,PH,,8/8/2014,P,,
53221,2,AGRILINK FOODS,,Attn.: MS. JULIE McMASTER,"90 LINDEN OAKS, P.O. BOX 20670","ROCHESTER, NEW YORK 14602-0670",,,,,,,,USA,,8/8/2014,D,,
53227,2,"JONES, WALDO, HOLBROOK & MCDONOUGH",,"170 South Main, Suite 1500","Salt Lake City, Utah",U.S.A.,,(801) 321-4893,,,,(801) 328-3600,,USA,,8/8/2014,D,,
53229,2,LYONDELLBASELL INDUSTRIES HOLDINGS BV,,Weena 737 NL-3013 AM Rotterdam,VAT number: NL812526971B0,The Netherlands,NETHERLANDS, 0532 467 675,patents-it@lyondellbasell.com,,,???,,NL,,8/8/2014,D,Antonella Scotton,Antonella Scotton
53232,2,DENTONS US LLP,,1221 Avenue of the Americans,"New York, New York 10020",,USA,,trademarks@snrdenton.com,,,312-876-7925,,USA,,3/5/2015,D,312-876-7457,312-876-7457
53235,2,"KAGAN BINDER, PLLC",,Geralyn Glasser,221 Main Street North,"Suite 200, Stillwater MN 55082",UNITED STATES OF AMERICA,651-351-2954,,,,651-275-9802,,USA,,8/8/2014,D,,
53239,2,SAND & SEBOLT,,"AEGIS TOWER, Suite 1100","4940 Munson St., NW","Canton, Ohio 44718-3615",,,,,,,,USA,,8/8/2014,D,,
53243,2,LIGHTSCAPE NETWORKS LTD.,,30 Hasivim Street,Petach Tikva 49517,Israel,,,,,,,,ISR,,8/8/2014,D,,
53247,2,"KANE KESSLER , P.C.",,1350 AVENUE OF THE AMERICAS,"NEW YORK, NEW YORK 10019-4896",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53251,2,"LENSCRAFTERS, INC.",,8650 Governor's Hill Drive,"Cincinatti, OH 45249",U.S.A.,,,,,,,,USA,,8/8/2014,D,MARK SPITZ,MARK SPITZ
53254,2,CITICORP FINANCIAL SERVICES AND INSURANCE BROKERAGE,,21st Floor Citibank Tower,"Libis, Quezon City",,PHILIPPINES,,,,,,,PH,,8/8/2014,P,,
53262,2,JACOBSON HOLMAN,,"400 SEVENTH ST., N.W.",WASHINGTON D.C. 20004,U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53265,2,JOHNSON & JOHNSON  HEALTH CARE SYSTEMS,,c/o Trademark Dept. Adm Billing System,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53267,2,"CLARE, INC.",,Attn.: Mr. Ken Loui,78 cherry Hill Drive,"Beverly, MA 01915 U.S.A.",,,,,,,,USA,,8/8/2014,D,,
53273,2,THE VALVOLINE COMPANY,,Attn.: Ms. Patricia A. Fredrick,P.O. Box 14000,"Lexington, Kentucky 40512 U. S. A.",,(859) 357-7147,,,,(859) 357-7405,,USA,,8/8/2014,D,,
53277,2,"THE EVERLIVING COMPANY, INC.",,739 G. Araneta Ave.,Quezon City,,,412-39-24,,,,410-06-15,,PH,,8/8/2014,P,Ms. Ana Tang,Ms. Ana Tang
53280,2,UCHIAGE PATENT FIRM,,401 Royal Mansion Bldg.,"5-1-1 Shinjuku, Shinjuku-ku",Tokyo 160-0022,Japan,81  5366-9199,,,,81  5366-9188,,JPN,,8/8/2014,D,,
53284,2,"HAIFA CHEMICALS, LTD.",,c/o Simon Lavie Patent Attorneys Office,"Washington St., 4, 2nd Floor",Jerusalem 9418704,,,,,,,,ISR,,8/8/2014,D, Michal Lavie, Michal Lavie
53287,2,GARDERE,,3000 Thanksgiving Tower,1601 Elm Street,"Dallas, Texas 75201-4761",U. S. A.,(214)999-4667,,,,(214)999-3000,,USA,,8/8/2014,D,KENNETH GLASER,KENNETH GLASER
53291,2,BECKER & MULLER PATENTANWALTE,,TurmstraBe 22,40878 Ratingen,,,,,,,,,GER,,8/8/2014,D,,
53299,2,LEITZINGER OY,,TAMMASAARENKATU 1,00180 HELSINKI,FINLAND,,,,,,,,FI,,8/8/2014,D,,
53302,2,IWAHORI & ASSOCIATES,,"Tokodo-Bldg.,","2F, Akasaka 3-21-12,","Minato-ku, Tokyo 107-0052",,? 3587 1625,,,,,,JPN,,8/8/2014,D,,
53305,2,"ABB LUMMUS GLOBAL, INC.",,Attn.: MR. GLENN VICARI,1515 Broad Street,"Bloomfield, New Jersey",07003 U. S. A.,,,,,,,USA,,8/8/2014,D,,
53308,2,MESSRS. MEMINGER-IPO Gmbh,,P.O. Box 100461,D-73704 Esslingen a. N.,Germany,,(0711) 35 99 03,,,,,,GER,,8/8/2014,D,Dr. Ing. Ruger,Dr. Ing. Ruger
53311,2,ALZA CORPORATION  c/o Johnson & Johnson,,Trademark Adm. Billing Section,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53320,2,ANWALTSSOZIETAT BUSSE & BUSSE,,GroBhandelsring 6,49084 Osnabruck,Bundesreoublik Deutschland,,,,,,,,DE,,8/8/2014,D,,
53323,2,"TOMMY HILFIGER  U.S.A., INC.",,25 W 39TH Street,"11th Floor, New York NY 10018",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
53326,2,TANIYAMA INTERNATIONAL PATENT OFFICE,,"No. 401-Ikebukuro Century 21-Bldg,","No. 5-4, Nishi-Ikebukuro 1-chome","Toshima-ku, Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
53332,2,GOUDREAU GAGE DUBUC,,2000 McGill College# 2200,"Montreal, Canada H3A 3H3",,,,,,,,,CA,,8/8/2014,D,,
53335,2,HARTER SECREST & EMERY LLP,,1600 Bausch & Lomb Place,"Rochester, New York 14604-2711",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
53338,2,"ENAVIS NETWORKS, INC.",,16 MARTIN GEHL ST.,PETACH TIKSA,49512 ISRAEL,,,,,,,,ISR,,8/8/2014,D,,
53341,2,"PFIZER, GLOBAL RESEARCH & DEVELOPMENT",,DSAF Comptabllite Fournisseurs,23/25 avenue du Docteur Lannelongue,75668 Paris Cedex 14,France, 1 40 96 76 90,monique.chevy@pfizer.com,,,33 1 40 96 77 35,,FR,,8/8/2014,D,,
53344,2,PRZEDSIEBIORSTWO POLMOS BIALYSTOK S.A.,,00-950 WARSZAWA,P.O. BOX 168,POLAND,,,,,,,,NL,,8/8/2014,D,,
53347,2,"GREENBERG TRAURIG, LLP",,200 Park Avenue - 34th Floor,"New York, NY 10166",U.S.A.,,,ToddW@gtlaw.com,,,,,USA,,8/8/2014,D,,
53351,2,STERNE KESSLER GOLDSTEIN  FOX   P.L.L.C.,,Attn.: Debit Note Processing Only,Post Office Box 34622,WASHINGTON DC 20005,U.S.A.,,debitnote@skgf.com,,,,,USA,,8/8/2014,D,,
53354,0,PORTER PARKINSON & BRADFIELD,,"7th Floor, 39 London Circuit",Canberra City Act 2601,Australia,, 2  62485045,,,, 2 62473477,,AUS,,8/8/2014,D,Mr. Ian Bradfield,Mr. Ian Bradfield
53358,2,COOLEY GODWARD LLP,,4401 Eastgate Mall,"San Diego, CA",92121,U.S.A.,,,,,,,USA,,8/8/2014,D,,
53363,2,FIRMA DYSTAR (Textilfarben GMBH & Co.),,Deutschland KG,Eschenheimer Tor 2,"60318 Frankfurt, Germany",,,,,,,,GER,,8/8/2014,D,,
53367,2,"RODOLFO DELA TORRE , S.L.",,28004 Madrid,"Almirante1, Esquina",Baraullo,Spain,954-213761,torrepat@rodolfodelatorre.es,,,,,ES,,8/8/2014,D,,
53375,2,UCB S.A.,,Allee de la Recherche 60,B-1070 Brussels,Belgium,,,,,,,,BEL,,8/8/2014,D,,
53378,2,PRESTON GATES/ELLIS & ROUVELAS/MEEDS LLP,,"Attn.: Melanie Sabo, Esq.","1735 New York Ave.m NW, Suite 500","Washington, D.C. 20006-5209",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53381,2,SHIGA INTERNATIONAL  PATENT OFFICE,,Gran Tokyo South Tower,"1-9-2 Marunochi, Chiyoda-ku","Tokyo 100-6620, JAPAN",, 3-5288-5831 to 32,,,,3-5288-5811,,JPN,,8/8/2014,D,,
53387,2,MYERS BIGEL,,"P.O. BOX 37428, RALEIGH","NC 27627, SUITE 250",111 Corning Road,"Cary, NC 27511",,,,,,,USA,,8/8/2014,D,,
53391,2,THE CAVANAGH LAW FIRM,,"VIAD CORPORATE CENTER,",1850 NORTH CENTRAL AVENUE,"SUITE 2400, PHOENIX",ARIZONA 85004,,,,,,,USA,,8/8/2014,D,,
53394,0,HUNTSMAN INTERNATIONAL LLC,,10003 Woodloch Forest Drive,"The Woodlands, TX 77380",,,(281) 719-4045,patricia_dittoe@huntsman.com,,,,,USA,,8/8/2014,D,,
53397,2,"BROOKS & KUSHMAN, P.C.",,1000 Town Center,Twenty Second Floor,Southfield Michigan 48075,U.S.A.,248-358-3351,,,,248-358-4400,,USA,,8/8/2014,D,,
53402,2,"KENNAMETAL, INC.",,1600 Technology Way,P.O. Box 231,"Latrobe, PA 15650-0231",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53407,2,HELLER EHRMAN,,275 Middlefield Road,"Menlo Park, CA 94025","U.S.A,",,011-632-815-3172,,,,(650) 833-7389,,USA,,8/8/2014,D,,
53412,2,PILLSBURY WINTHROP LLP,,1600 TYSONS BLVD.,"MCLEAN, VIRGINIA 22102",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53415,2,"RADER, FISHMAN & GRAUER PLLC",,39533 WOODWARD AVE.,"STE. 140, BLOOMFIELD HILLS",MICHIGAN 48304,,,,,,,,USA,,8/8/2014,D,,
53417,2,"WARNACO US, INC.",,"Attn.: Jay A. Galluzo, Esq.",501 Seventh Avenue,"New York, NY 10017.",,(212) 287-8275,jgalluzzo@warnaco.com,,,,,USA,,8/8/2014,D,,
53419,2,"C.R. BARD, INC.",,730 CENTRAL AVENUE,"MURRAY HILL, N.J. 07974",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53421,2,ALBIHNS  AB,,"Attn.: Carin Williams-van Mameren, Esq.",Box 142 Torggatan 8,SE-401 22 Gothenburg,Sweden,(0)31-711-9555,info.goteborg@albins.se,,,(0)31-725-8100,,SE,,8/8/2014,D,,
53424,2,NONY & PARTNERS,,Attn.: Mr. Andre Leszcynski,3 rue de Penthievre,"75008 Paris, France",,33 0143128470,nony@gofornet.com,,,,,FR,,8/8/2014,D,,
53427,2,"CNF, INC.",,"CONWAY, INC.",2855 Campus Drive,"San Mateo, CA 94403",,,,,,,,USA,,8/8/2014,D,,
53430,2,WIDE WIDE WORLD EXPRESS CORPORATION,,"Wide Wide World Express Building,","Pascor Drive,","Sto. Niño, Parañaque City",PHILIPPINES,,,,,,,PH,,6/27/2016,P,,
53432,2,LAWRENCE H. BINDEROW,,1330 Camino del Mar,"Suite 250, Del Mar, California",92014 U. S. A.,,,,,,,,USA,,8/8/2014,D,,
53435,2,"KNOBLE & YOSHIDA, LLC.",,"EIGHT PENN CENTER, SUITE 1350",1628 JOHN F. KENNEDY BLVD.,"PHILADELPHIA, PENNSYLVANIA 19103",U.S.A.,,,,,,,USA,,8/8/2014,D,,
53439,2,POLSERVICE,,Attn.: MR. JANUSZ MACZEWSKI,00-950 Warzawa,Chatubinskiego 8.,P.O. Box 335 POLAND,,,,,,,POL,,8/8/2014,D,,
53449,2,HOLMAN WEBB,,"Level  13, 167 Macquarie St.",Sydney NSW 2000,Australia,,,,,,,,AUS,,8/8/2014,D,,
53457,2,CYNTHIA ROWLEY,,"550 Seventh Ave., 19th Fl.","New York, NY 10018",U. S. A.,,(212) 575-9064,,,,,,USA,,8/8/2014,D,,
53460,2,EDWARDS & ANGELI,,P.O. Box 55874,"Boston, MA 02205",U.S.A.,,(617) 4394170,,,,,,USA,,8/8/2014,D,,
53463,2,NATIONAL GOLF ASSOCIATION OF THE PHILIPPINES (NGAP),,"Rm 307 Bldg. B, Philsports Complex,","Meralco Ave., Pasig City",Metro Manila,,,,,,,,PH,,7/14/2017,P,,
53465,2,"GLOBAL PATENT CREATION, LTD.",,Attn.: MR. K. ASANO,"Watase Bldg., 5-8 Nishi-Shimbashi","3-chome, Minato-ku. Tokyo",JAPAN,,,,,,,JPN,,8/8/2014,D,,
53471,2,SONNENBERG FORTMANN,,Herzogspitalstrasse 10a,80331 Munchen/Munich,,,,,,,,,GER,,8/8/2014,D,,
53473,2,"MORGAN, LEWIS & BLOCKLUS LLP",,"1111 PENSYLVANIA AVENUE, NW",WASHINGTON D.C. 20004,U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53482,2,"NEEDLE & ROSENBERG, P.C.",,Suite 1000,999 Peachtree Street,"Atlanta, Georgia 30309-3915",,678-420-9301,ngardner@needlerosenberg.com,,,678-420-9300,,USA,,8/8/2014,D,,
53485,1,BAKERHOSTETLER,,Cira Centre,"2929 Arch Street, 12th Floor","Philadelphia, PA 19104-2891",U.S.A.,,,,,,,USA,,12/7/2018,D,,
53488,2,SHIMIZU PATENT ATTORNEY'S OFFICE,,Attn.: Mr. Hisayoshi Shimizu,7F Idemitsu-Nagahori Bldg.,"4-26, Minamisemba 3-chome","Chuo-ku, Osaka 542-0081 Japan",6-6245-2723,qzr13517@nifty.ne.jp,,,,,JPN,,8/8/2014,D,,
53491,2,STEAG AKTIENGESELLSCHAFT,,Ruttenscheider Strabe 1-3,D-45128 Essen,Germany,,,,,,,,GER,,8/8/2014,D,,
53493,2,THE VALSPAR CORPORATION,,Attn.: Ms.Lisa Dahline,1101 South Third Street,"Minneapolis, MN 55415",U. S. A.,612-375-7313,csmith@valspar.com,,,612-375-7960,,USA,,8/8/2014,D,,
53496,2,BORDEN LARDNER GERVAIS LLP,,1200 Waterfront Centre,200 Burrard Street,P.O. Box 48600,"Vancouver, B. C. Canada V7X 1T2",(604) 687-1415,alau@bigcanda.com,,,,,CA,,8/8/2014,D,,
53499,2,PIPER RUDNICK LLP,,Attn.: Ms. Emily C. Sexton,1200 Nineteenth Street,N. W. Washington D. C. 20036-2412,U. S. A..,,,,,,,USA,,8/8/2014,D,,
53501,2,E. BLUM & CO.,,Patentanwalte VSP,"Vorderberg 11, 8044 Zurich",,SW,,,,,,,SW,,8/28/2014,D,,
53507,2,"SCULLY, SCOTT, MURPHY & PRESSER",,Mr. Peter I. Bernstein,400 Garden City Plaza,"Garden City, New York 11530",,,,,,,,USA,,8/8/2014,D,,
53510,2,"GMK INTELLECTUAL PROPERTY, LTD.",,"Room 1503, Chuangfu Building, No. 18 Danling Street,","Haidian District, Beijing, China 100080",,,,,,,,,CH,,6/8/2016,D,,
53513,2,"DICKE, BILLIG & CZAJA",,Fifth Street Towers,"100 South Fifth Street, Suite 2250","Minneapolis, Minnesota 55402",U. S. A.,(612) 573-2005,<qreid@dbclaw.com,,,(612) 573-2000,,USA,,8/8/2014,D,,
53516,2,MR. GEORGE A. HERBSTER,,"Suite 303, Harbor's Point",40 Beach Street,"Manchester, Massachusetts 01944",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53519,2,KATTEN MUCHIN ROSENMAN LLP,,"Attn.: Jan Tamulewicz, Esq.",575 Madison Avenue,"New York, NY 10022-2585",U. S. A.,212-940-8671,jtamulewicz@rosenman.com,,,212-940-8673,,USA,,7/12/2019,D,,
53525,2,JOHNSON & JOHNSON  - BRAZIL,,c/o Johnson & Johnson,"P.O. Box 1222, New Brunswick",NJ 08903 U. S. A.,,,,,,,,USA,,8/8/2014,D,,
53528,2,MICHAELINE A. RE,,"800 E. Colorado Blvd., Suite 840","Pasadena, California 91101",U. S. A.,USA,626 396-9430,michaeliner@earthlink.net,,,626 396-9230,,USA,,12/4/2014,D,,
53533,2,ALTANA PHARMA,,BYK-GULDEN-STRABE 2,78467 KONSTAZ,DEUTSCHLAND,GERMANY,,,,,,,GER,,8/8/2014,D,,
53536,0,BUILD-A-BEAR WORKSHOP,,1954 Innerbelt Business Center Dr.,"St. Louis, Missouri 63114-5760",,,,,,,,,USA,,8/8/2014,D,Mitzi G. Jumper,Mitzi G. Jumper
53541,2,INFINITUS LAW CORPORATION,,78 Shenton Way #08-01,Singapore 079120,,,(65) 6323 6755,mail@infinituslaw.com.sg,,,(65) 6221 2233,,SG,,8/8/2014,D,,
53543,2,JOHNSON & JOHNSON  WORLDWIDE ABSORBENT MATERIALS,,Attn.:,International Patent Law Division,"P.O. Box 1222, New Brunswick, NJ 08903",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53547,2,PHILIPPINE DEALING HOLDINGS CORP.,,Attn.: Atty Eleanor B. Rivera,"37th Floor, Tower 1, The Enterprise Center",6770 Ayala Avenue,Makati City,,,,,,,PH,,1/20/2017,P,     (Client of JSYM),     (Client of JSYM)
53550,2,FROST BROWN TODD LLC.,,2200 PNC Center,201 East Fifth Street,P.O.  Box 5715,"Cincinati, Ohio 45202-4182",(513) 651-6981,rdarpel@fbtlaw.com,,,(513) 651-6416,,USA,,8/8/2014,D,Louis K. Ebling,Louis K. Ebling
53552,2,CARDINAL HEALTH MEDICAL PRODUCTS & SERVICES,,1430 Wukegan Road,"KB-1A, McGaw Park",IL 60085 U. S. A.,,,,,,,,USA,,8/8/2014,D,,
53554,2,STEVENS & LEE,,111 North Sixth Street,"P.O. Box 679 Reading, PA",9603-0679,,,,,,,,USA,,8/8/2014,D,Mr. Timothy E. Demers,Mr. Timothy E. Demers
53557,2,JOHNSON & JOHNSON -AUSTRALIA,,International Patent Law Division,P.O. Box 1222,"New Brunswick, NJ 08903",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53562,2,"KRAFT FOODS HOLDINGS, INC.",,Attn.: Ms. Jacqueline Leimer,Law and Compliance Department -NF579,Three Lakes Drive,"Northfield, IL 60093,",847-646-5101,jleimer@kraft.com,,,,,USA,,8/8/2014,D,,
53564,2,I.P. & B. CONSULTING s.r.l,,Via Brera 6,20121 Milano-Italy,,,286463892,ipb@ipbconsulting.it,,,286463313,,IT,,8/8/2014,D,,
53570,2,"VALSPAR SOURCING, INC.",,1101 SOUTH THIRD STREET,"MINNEAPOLIS, MN 55415",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53574,2,"ELEMENTIS, INC.",,Attn.: Mr. Michael J. Cronin,P.O. Box 700,Wyckoffs Mill Road,"Hightstown, NJ 08520",,,,,,,USA,,8/8/2014,D,,
53577,2,"ROYLANCE, ABRAMS, BERDO AND GOODMAN L.L.P.",,Attn.: Stephen G. Janoski Esq.,"1300 19th Street, N.W. Suite 600",Washington D. C. 20036,U. S. A.,,,,,,,USA,,8/8/2014,D,,
53579,2,MURPHEY & MURPHEY,,"Pacific Center One, Suite 260",701 Palomar Airport Road,"Carlsbad, California 92009-1027",,,,,,,,USA,,8/8/2014,D,,
53582,2,"INTERNATIONAL PADI, INC.",,30151 Tomas Street,Rancho Santa Margarita,California 92688-2125,U.S.A.,,,,,,,USA,,8/8/2014,D,,
53587,2,THOMPSON HINE LLP,,"2000 Courthouse Plaza, NE",P.O. Box 8801,"Dayton, Ohio 45401-8801",,,,,,,,USA,,8/8/2014,D,,
53589,2,FUJISAWA CONSULTING OFFICE,,"4-6-11 Kotobuki, Taito-ku,","Tokyo 111-0042, Japan",,,,,,,,,JPN,,8/8/2014,D,,
53595,2,PATENTS & TMS,,Attn.: Brian M. Mattson,1914 North Milwaukee Avenue,"Chicago, IL 60647",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53597,2,AKERMAN LLP,,777  South Flagler Drive,West Palm Beach FL 33401,U.S.A.,,,,,,,,USA,,3/16/2015,D,,
53600,0,NII PATENT FIRM,,"6F, Tanaka Ito Pia Shin-Osaka Bdg.,","3-10, Nishi Nakajima 5-chome","Yodogawa-ku, Osaka-City, Osaka 532-0011",Japan,81-6-4806-7531,office@niipat.com,,,81-6-4806-7530,,JPN,,11/13/2015,D,,
53603,2,"ARTERIAL VASCULAR ENGINEERING, INC.",,Attn.: Ms. Yvonne Greenberg,3576 Unocal Place,"Santa Rosa, CA 95403",U. S. A.,,YGreenberg@oblon.com,,,,,USA,,8/8/2014,D,,
53605,2,HOWREY SIMON ARNOLD & WHITE,,750 Bering Drive,"Houston, TX 77057-2198",,,,,,,,,USA,,8/8/2014,D,,
53611,2,"OSI PHARMACEUTICALS, INC.",,420 Saw Mill River Road,"Ardsley, NY 10502 USA",,,914-231-8099,,,,914-231-8000,,USA,,8/8/2014,D,Eridelma Pascual,Eridelma Pascual
53614,2,HEWLETT-PACKARD FINANCE SECTION,,Legal Dept. M/S 1068,3000 Hanover Street,"Palo Alto, CA 94303",U. S. A.,(612) 573-2005,edocherly@dbclaw.com,,,(612) 572-2000,,USA,,8/8/2014,D,,
53616,2,LUXOTTICA GROUP,,12 Harbor Park Drive,"Port Washinton, NY 11050",,,,Jaramburo@us.luxottica.com,,,516-484-3800,,USA,,8/8/2014,D,,
53620,2,MR. KAZUO NAKANO,,"No. 78-4, Inugafushi, Ohgaki-shi","Gifu 503-0834, Japan",,,,,,,,,JPN,,8/8/2014,D,,
53622,2,THE HILL FIRM,,Attn.: Cate M. Larson,"666 Dundee Rd., Suite 1201","Northbrook, IL 60062",U. S. A.,,,,,,,USA,,8/8/2014,D,,
53624,2,LIANYEU PATENT & TRADEMARK OFFICE,,"5F, No. 6, Sec 2 Dar Hsing","W, Road, Taoyuan,",330 Taiwan R.O.C.,,886-3-3013329,,,,,,CH,,8/8/2014,D,,
53627,2,ROYAL & SUNALLIANCE,,"77 ROBINSON ROAD,",#16-00 SIA BUILDING,SINGAPORE 068896,,,,,,,,SG,,8/8/2014,D,,
53629,1,GRIFFITH HACK,,"Level 10, 161 Collins Street","Melbourne, Victoria 3000",Australia,,,,,,,,AUS,,9/19/2018,D,,
53632,2,"WATERHEALTH  PHILIPPINES, INC.",,Attn.: Mr. Donaldo Palomar,Unit NE81 Goldloop Tower,Escriva Drive,Pasig City,,,,,,,PH,,8/8/2014,D,,
53634,2,KODAK POLYCHROME GRAPHICS,,401 MERRITT 7,"NORWALK, CT 06851",,,,,,,,,AL,,8/8/2014,D,,
53643,2,MC LANE TESSITORE,,215 East Livingston Street,"Orlando, FL 32801",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
53646,2,"Valence Technology, Inc.",,301 Conestoga Way,"Henderson, Nevada 89015",,,,,,,,,USA,,8/8/2014,D,Kathleen Juiano,Kathleen Juiano
53653,2,"ETHICON, INC.",,c/o Johnson & Johnson,P.O. Box 1222,"New Brunswick, New Jersey 08903",U. S. A.,,,,,,,USA,,3/9/2017,D,,
53655,2,SEIGA PATENT & TRADEMARK CORPORATION (formerly EXEO Patent & Trademark Company),,"Saisho Building 9F, 8-1-14 Nishigotanda,","Shinagawa-ku, Tokyo 1410031,",Japan,150-0022,813-5759-8250,seiga@seiga-pat.com,,,813-5759-8175,,JPN,,8/8/2014,D,,
53660,2,SANTARELLI,,14 Avenue de la Grande-Armee,Boile Postale 237,75822 Paris Cedex 17,,,,,,,,FR,,8/8/2014,D,,
53663,2,GOODWIN PROCTER LLP,,"599 Lexington Avenue,","New York, NY 10022",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
